source_ordinal	json_pointer	surface_id_exact	source_record_id_exact	record_semantic_sha256	archive_object_uuid	raw_record_uuid	trace_root_legacy_id	tier_presence	tier_exact_value	research_disposition	workflow_reason	import_disposition	parse_error	quarantine_id
10429	/surfaces/10429	SURF-VAM20K-00419	VAM20K-00419	84fc67e0bfbce7c271e7ae90033ed9fd102a06be39c37d4aab39469a78fcceae	068e0539-a0f2-587a-ae13-ce0b21d147c1	e80e504e-59a7-537f-b80f-dc6994dacd56	TRN-OBJ-715BDA1EC6D0A2	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10430	/surfaces/10430	SURF-VAM20K-00420	VAM20K-00420	d2bff20f3283a4399c1bc98107022f6a1188ac7edc27a35bd5ae1d474d64c3a4	13dc79bc-d9ef-5d3c-bca5-4b432f967696	e181df93-2853-52e2-8e9b-09875374937c	TRN-OBJ-8BF9BA4730FCE0	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10431	/surfaces/10431	SURF-VAM20K-00421	VAM20K-00421	85b0b5e6529fa41261412be1bf55ed485fac45a334a7596e854c95f81d1768cb	563e472e-1fc5-533d-a651-b76623cac1fd	df1c4246-c21e-5bb2-82aa-12b1b0918234	TRN-OBJ-33392D7179E07E	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10432	/surfaces/10432	SURF-VAM20K-00422	VAM20K-00422	cf688141eeafe635061edfb1175260dd9106179c6aaea120eff7a542aa0c4799	7be74335-14d4-5ac9-a841-b92b7da12947	4ffbd141-1277-5a65-93ba-1873dcff5d2f	TRN-OBJ-16BEC224A9FA3C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10433	/surfaces/10433	SURF-VAM20K-00423	VAM20K-00423	17d53ccfcd7058ba7a8ca5be6bfde7465f80479e3b64568fa9dec596797211f2	83d7abe1-dce1-5143-8a70-8b38960664d2	418b816c-fbbd-525a-a089-625455306455	TRN-OBJ-7F43577B28C68F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10434	/surfaces/10434	SURF-VAM20K-00424	VAM20K-00424	08149ca60872bf076b009a2e068dbacec1827a344ff375248ed9fe400ddcecae	6cbc5370-27f5-5e5c-9dac-b16176c6d8bc	f37ef4c4-68f7-5495-b5a6-540a6d5ea930	TRN-OBJ-C9056FCBBA1BF8	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10435	/surfaces/10435	SURF-VAM20K-00425	VAM20K-00425	0e3cf19f692aa0c97d974c71b51b0f5226b552c2cb7fc86173d91a765ec020f5	f908f06e-58a5-5600-b909-99fe8540377d	2e0cddbe-181a-55ef-be97-8aa972c0ef0d	TRN-OBJ-A8E0CD0DF1199B	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10436	/surfaces/10436	SURF-VAM20K-00426	VAM20K-00426	5b46ad8505681464990b61397d6ffb69e93a86410978121b475ceb43a719d652	5d7ac972-78a2-5476-b6bf-b1610b6310d2	d3189494-2193-5a6e-a33e-5562321b5907	TRN-OBJ-1ED9BA4BF16C0B	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10437	/surfaces/10437	SURF-VAM20K-00427	VAM20K-00427	db23c46f421c4b47af8701008bfee27ee6117917f22d36d6e6cd07de8aeb5cbe	4bb20048-38db-5638-b58e-f405a11af978	06e364c8-edef-5ea0-8d8f-2de7e40f8b44	TRN-OBJ-F11BF94CA97AFB	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10438	/surfaces/10438	SURF-VAM20K-00428	VAM20K-00428	c2e610be0a4bd22bc6fa3dbdd7d15174cbd606097ae7d06ba2e7276f1735a56e	05c9638b-09fa-5e7d-994c-0ba3b605aa6c	e5050d7d-d2f8-576c-ac16-9adeb84d39ef	TRN-OBJ-D71A96838801A0	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10439	/surfaces/10439	SURF-VAM20K-00429	VAM20K-00429	0cf26b89f4215d24358ff82e8cd89c205e2f1877a5407d511851567af8633714	bd890390-6d72-5504-a53e-1bd61f4dafbf	9eb0d382-0c50-56a3-a5af-55a95c3412b2	TRN-OBJ-09A13E8CFB10AD	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10440	/surfaces/10440	SURF-VAM20K-00430	VAM20K-00430	266572696b1675cebb2c3b2fab5e4b268c47be40e4f8e51c8b8d00f40da07871	6b7d176c-e217-506f-9c0c-0d9d42d89392	ab4ccf2d-746d-5891-babb-dd10b4cfb2bd	TRN-OBJ-5EA18A47BFF7DF	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10441	/surfaces/10441	SURF-VAM20K-00431	VAM20K-00431	a973d0637b46559997e026f95b3d83aa2646d0026aca951265be8fd82bd4ac4e	16a164e5-6653-550b-add0-3de6256a2554	9d273958-b8d0-5834-9963-5506cf01cf28	TRN-OBJ-55451D2FB8A9A3	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10442	/surfaces/10442	SURF-VAM20K-00432	VAM20K-00432	27ca8fadf0fd9c3724a992c61bc1a79795a80c9f1b187f9616ec40a38708f0b6	253b7843-6c46-533f-a3b5-8ebdf80d0442	bd7285c4-4f76-5378-b651-c7376416dcef	TRN-OBJ-768FB62220A441	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10443	/surfaces/10443	SURF-VAM20K-00433	VAM20K-00433	708d204b544cc5dde4ae2d3ccb897b46fd94c6a4df34e5ef7982937ae21cd0bc	be9055b0-59e7-599a-ada5-008d245c5bf8	462f4039-0703-5e04-bc2a-9886e61d1f4e	TRN-OBJ-C7FC6CEEFB6996	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10444	/surfaces/10444	SURF-VAM20K-00434	VAM20K-00434	5feac0368432230aa49757cc2b8d9a837fe3363e50fbde03d45a3bca9f31daaa	57844776-09c4-59c9-bc10-fcf672968df6	df33550b-ea75-5f3d-8ee1-8705d53d5ee0	TRN-OBJ-F20FA6656C731E	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10445	/surfaces/10445	SURF-VAM20K-00435	VAM20K-00435	69fe2d3ec4e213e5c046d3052f1cdc64cdd12522469df2870d8d12d7ff027a2a	c6d5bb05-c264-50b2-af90-97dd9a177ae3	888202b4-21e6-5549-9f54-6fa036e6bb4b	TRN-OBJ-154BBEC54C06FA	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10446	/surfaces/10446	SURF-VAM20K-00436	VAM20K-00436	7c5a90195a79018030f8b748978c280186fc2d29cad60ccd97e34783481fd90e	825b4c3a-ab1e-596c-9bd5-77c44a4e50cb	da770450-3a5b-5418-8c10-2129592d2265	TRN-OBJ-CA2A4AAA9D510B	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10447	/surfaces/10447	SURF-VAM20K-00437	VAM20K-00437	2ff39ab6f9fb87682abc3f2d78913e0e5f51ad455ab14277d80cee33b6806557	1218db28-3cd8-5023-8cd9-bd011936e598	0ae9c552-d290-5daf-9d06-f1ff8652e951	TRN-OBJ-0BC1E383533580	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10448	/surfaces/10448	SURF-VAM20K-00438	VAM20K-00438	11f359c373987ce5b7f4732a16ab03766dc8c76be68c1503e3af70a062243035	3ce672f1-3cdc-54d0-a92d-10b860f44477	b177beb1-2126-590b-a19d-69de3ea2cd98	TRN-OBJ-7F609AF472F7DC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10449	/surfaces/10449	SURF-VAM20K-00439	VAM20K-00439	ec12c45de4d60c5a10ab7501fcf15812be1b95078a107496ac2f7b002216e92c	385980b4-681b-513c-827d-054db49e7946	c0a502fc-deaf-50d0-ba1a-d3337b7c71ac	TRN-OBJ-0ADDBCFE87CB5B	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10450	/surfaces/10450	SURF-VAM20K-00440	VAM20K-00440	62b8558ac530bf4d66c2a772c49f43903fcf07b3ef9ca8349edcfacab5770524	368d0fc1-4434-500b-99c0-31ae04dd6bd1	cb0478a9-9f00-54a0-8ab2-b3a35f3917c4	TRN-OBJ-D031C69651AAB7	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10451	/surfaces/10451	SURF-VAM20K-00441	VAM20K-00441	7eb22fd7ae17d538fc8de2344396d913b4949e98a41b98db08a1ae1f924d24e1	9054076f-2c7a-5562-a98c-dd39a1b2752f	4a900906-4059-5bd6-bef8-a6acad5c1869	TRN-OBJ-E73670846E0149	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10452	/surfaces/10452	SURF-VAM20K-00442	VAM20K-00442	af7f3ce815e484d1604ecb5b5f29b0e35ad0c4a9a163f984ef5e183188566a49	72e4903c-256e-58c6-bc3a-e48873f9dc6b	c8548d72-7ba2-552c-b028-57575cf03eea	TRN-OBJ-C4DA1678EAD161	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10453	/surfaces/10453	SURF-VAM20K-00443	VAM20K-00443	9f3960797c2dba06262944fbc526a0df9d6d4c433397f719ebb907d0423dea00	de93da3b-aeaa-58c1-8755-5ad9b53397ef	70101e2a-089f-5c9d-ba57-02136b583cd9	TRN-OBJ-34368CE0150AE5	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10454	/surfaces/10454	SURF-VAM20K-00444	VAM20K-00444	74a446fedf6d0db0672e328cebe98f953ee4fc6e6d7617e00630214a5a941203	00f8cc8a-a54f-5e6d-8824-07944002ce2c	71970a5f-96f3-5598-b817-b8e5632fc824	TRN-OBJ-ED1E148AD7C673	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10455	/surfaces/10455	SURF-VAM20K-00445	VAM20K-00445	d60312e4ce12f1e7fac0ccd70ed664b68aba2d30a5eec1edebb57e5c4ec7b64c	a7cc3b61-9f73-56b2-aff3-b4858b23ba9d	88be3189-7c37-5d06-bca5-66e2b68feb42	TRN-OBJ-A1D1F753FB3834	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10456	/surfaces/10456	SURF-VAM20K-00446	VAM20K-00446	0c7ce7c00fab06315b4c1517d25441dbd1e4c6e9a4a31684468698c7a083df8d	7a4b3df7-69e5-5328-8e46-739092f18e74	a8e470ba-7fff-5fa3-9b3f-af2218748b1a	TRN-OBJ-9E5C9B5E8579E2	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10457	/surfaces/10457	SURF-VAM20K-00447	VAM20K-00447	b2c35078c29fcdc34b44e9cb50131ad1ceaf648ac5658206a4a38c796b51ab7e	a6189b20-9147-5627-88c6-8db513d084dc	11ba33b5-baf1-5148-8e90-c127643411f1	TRN-OBJ-7DAF05A3E68129	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10458	/surfaces/10458	SURF-VAM20K-00448	VAM20K-00448	2cd443c46ab244c241b445ad21ab13c6a9d3fec1c22033208231be6f815d865d	18b300a9-e8f6-52eb-b380-d7b678aecf5a	6751bae0-fc53-5fd8-92b3-5942ac979dd6	TRN-OBJ-82C3B97FA68236	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10459	/surfaces/10459	SURF-VAM20K-00449	VAM20K-00449	645f32833d7e0350450f0c4dc1991bc7ef8fa60ba0acd1965bf361bdc02111da	7060a2d3-ccdf-5c6d-a18c-c3c3afc11cff	93f4e1b7-9e05-5e46-8cdf-66bff15f9ca2	TRN-OBJ-8FFBF0953C7C06	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10460	/surfaces/10460	SURF-VAM20K-00450	VAM20K-00450	dbe7ee6de4a245ff41c5636001001da4fbb55674d24ccd9200f981710910bc6d	fd577c6e-bd6b-51e6-829c-2a5aebfd9c20	bfc42cd8-65c5-5790-af83-439dab54ecde	TRN-OBJ-43A7573852F026	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10461	/surfaces/10461	SURF-VAM20K-00451	VAM20K-00451	81990ff0992c55134f1edf04fbb9d589d8792d9216de3ac99209a96ebfd2d1c0	7f2cc0d4-b4cd-5b8b-a38d-86e075f5ee39	79ba3fab-79f9-5ea7-be25-81b49959788a	TRN-OBJ-99654BBEC26D7D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10462	/surfaces/10462	SURF-VAM20K-00452	VAM20K-00452	0dbe28908b8239de38f19d2e78ad4d706fd33b34c58a65da99c72922c09ade28	08f9724d-ac65-5250-aece-b924224ff9c4	0274bff0-66ff-57b9-b5a3-06cd51a592c8	TRN-OBJ-36B1EF1516F90C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10463	/surfaces/10463	SURF-VAM20K-00453	VAM20K-00453	c115d7d0401ec4a9254ab39f8b6e8d8fd1b9e7d2b0b221532e134f5de74cae0c	3753cb72-6a14-541a-9050-5b1193f25dad	15196874-b40b-5d22-9df7-9897bc49d687	TRN-OBJ-828194307A673A	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10464	/surfaces/10464	SURF-VAM20K-00454	VAM20K-00454	960cce4dc3b1c764c07ecc3bd8042084f78428bc4489ae57792f861a2665213d	d2d67ca7-2262-5570-b9fa-2c22d187d849	270c00b0-76f5-5c3f-8858-788a56b4a4fe	TRN-OBJ-086434C093BD33	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10465	/surfaces/10465	SURF-VAM20K-00455	VAM20K-00455	87b21e9f3df5a122af682781356d34a8abef5235159e333b3437914c0513c8df	aa683907-18c5-510a-9f42-03c51c5dc9a5	f94cf334-67fa-5d19-a032-3facd735ce0d	TRN-OBJ-76976327B5CF0A	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10466	/surfaces/10466	SURF-VAM20K-00456	VAM20K-00456	f0f97ec38e86a8b55204160c998826930d4eabfa6b39b1ded046cc5223474267	f09c86f1-6208-5062-8bac-45cafcbaa8de	407aa098-ad47-524e-8849-c38a442952f1	TRN-OBJ-675502BAD61A79	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10467	/surfaces/10467	SURF-VAM20K-00457	VAM20K-00457	b8ad1e4ca5961c19f1c40766350f58b780f959692e57f8e13ff73668235774f7	da31f775-457f-5d72-a850-97afd9f3296d	043cad7f-eabe-5091-8c0c-60d9ae1c15bd	TRN-OBJ-26940D0592B02B	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10468	/surfaces/10468	SURF-VAM20K-00458	VAM20K-00458	a4496d21b8c3e30d1ecb3d46a0b860db74c76e17ad59715c93567cb1840ebfcf	2e7b4857-2b1f-5ca7-a056-85918e94fd52	b87b3cc7-6479-5b80-88da-da9f59a72599	TRN-OBJ-666E61FB74F3C1	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10469	/surfaces/10469	SURF-VAM20K-00459	VAM20K-00459	1f0612c46ddb1302ec6d0e516d59c5bbc1f20debf0a331ddc39128d3c68a0abe	ac025af8-6eb9-5ffc-b85e-6ff66b0f8724	4c42f281-f996-5bf9-ad53-346466da410f	TRN-OBJ-74979B035422CB	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10470	/surfaces/10470	SURF-VAM20K-00460	VAM20K-00460	81b51cdc8160e97a18132aa2f0ce4cfbe1839ebbdd5fde265b74bccbda7629b1	e8aa1d4e-4014-508b-862a-88100abc6973	e191f39e-3838-5069-8634-7e6132f38f71	TRN-OBJ-AC3EFDA63DF468	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10471	/surfaces/10471	SURF-VAM20K-00461	VAM20K-00461	c55bc856533a89c40c9486ab155f624b51006a7558fcff48f928c94e6ef7cec7	3bf9d438-e80d-54c0-8db7-a631ff56e0fe	4d45d9c0-c772-5394-8ea1-4541033560bc	TRN-OBJ-D6909A0E49AFE6	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10472	/surfaces/10472	SURF-VAM20K-00462	VAM20K-00462	5bf863fbd67687bd087bd393bed605ceeca8cb2dd73050106a2fc83f955f8366	5eef4d34-15d2-545c-9750-3c375f2b9706	6eaf38b6-0085-55a5-800e-780a0efeaacf	TRN-OBJ-716AC61FCC9D96	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10473	/surfaces/10473	SURF-VAM20K-00463	VAM20K-00463	877baf6fe5a28aed6e81105ad3a6b3cb08bb2547757694601b54b8a5353eb4ac	0bc68f4e-80b3-5260-8283-5e6dda95dd5a	1068f999-563e-5b41-975d-a3d89fcfe7a0	TRN-OBJ-0DC4CA56179C82	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10474	/surfaces/10474	SURF-VAM20K-00464	VAM20K-00464	760f7650e5d4e6cad68d9b2f92be7b5ab67b32f2b0aad4a758d3b6178bf63b88	d57b588d-09b9-5f6b-b871-1be341723114	69f96f3f-355b-5d05-a914-52f9371e5619	TRN-OBJ-D8EA5E9D1E277E	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10475	/surfaces/10475	SURF-VAM20K-00465	VAM20K-00465	771f9c20fc9f10aa0b8be07a5f654930af3fd57f2c441264653abdf4ccc1434e	6ec9fed0-ab80-5c9e-b66d-5e7d68f091de	bd15e5e9-b443-5b1d-b594-d69c89c29a2f	TRN-OBJ-82B8699EE2BA85	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10476	/surfaces/10476	SURF-VAM20K-00466	VAM20K-00466	77336a2fa5ba3669ffe898003ecfcd6640c7b54412f79c7b8a347ca81f2dc551	ade0c59e-da4d-5929-84e1-b8f3aeef0974	9835bc56-395b-5cf5-ae44-9432cb2ce602	TRN-OBJ-EECDAA2AA1D3CD	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10477	/surfaces/10477	SURF-VAM20K-00467	VAM20K-00467	c5f057799b14f7be22c4be9c6e486fd2b102f2fceadddf0734b3c10587f8a5bf	2e5872dc-dd97-5223-ba1e-9b36e7c8c495	7af03cef-9fc6-5f2c-bdfc-d6f8fbe998fc	TRN-OBJ-8DE614267461C8	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10478	/surfaces/10478	SURF-VAM20K-00468	VAM20K-00468	03d20a23d528e773535c73f3054dd2438c2b919fcf7cd3f7dc9bd0b737043ada	c8bf6ccb-faa5-5031-b20e-dad4885ef821	92f9bef1-39c8-5cbe-b439-f26bd3dfb301	TRN-OBJ-0D038FC8C5D7CF	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10479	/surfaces/10479	SURF-VAM20K-00469	VAM20K-00469	e87429526c739295a6615d77d167e12697950b86d77be8fad420a49fbe4db703	46e3b90e-31fe-513b-a63c-227c69466b13	e9a754ce-f697-5fb7-9042-4b7dd42c6dba	TRN-OBJ-B3C0D9AD4CA2CD	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10480	/surfaces/10480	SURF-VAM20K-00470	VAM20K-00470	5ab11aed8a5eeb001efbd43d2165422b350510a32e4bc38756834b5da898e519	8d1de435-3b6c-5e49-ad5b-aa532ba3d1fb	8445c748-cda9-5c9b-bcab-65493c103e06	TRN-OBJ-4305E24EB64C95	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10481	/surfaces/10481	SURF-VAM20K-00471	VAM20K-00471	0c585ecdcfb796094c04ec768f9e9bc0096c1f7005a1f2c6ec74b6a1482b1e1e	98589617-9d5f-55f4-914b-983f08f2bd6b	17ec3d57-feb2-5b82-9cea-092d52ffb375	TRN-OBJ-A57A95F585176D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10482	/surfaces/10482	SURF-VAM20K-00472	VAM20K-00472	04ad9399240588e24e85bf5362c755cd52d0aba1170652ab1f9409a9b2c6c4df	eba1432b-4857-5798-ada6-0155dc45fb27	83eaeeb7-b53c-5cd4-a74e-9287ee758f63	TRN-OBJ-64B3C53A80E9EA	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10483	/surfaces/10483	SURF-VAM20K-00473	VAM20K-00473	7ef4ebd79596b971006cd76642d4c763da1942ff4f8aa8b6e6cf984d5ceecfc6	97feebf3-d12f-5e8a-8cd7-2e27901d211c	f0b68552-a1f6-5d1c-b8c0-6d5c1b984d13	TRN-OBJ-F71EAF9C246D1A	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10484	/surfaces/10484	SURF-VAM20K-00474	VAM20K-00474	9a0841506b82bde8d74196bb6e3fa87567f727d248c28187a069e2b0d82dda19	bedadfa2-b0b0-5acb-a44e-5d97168bf214	fac8cbe3-d95e-58a0-92e4-963cc5a91c98	TRN-OBJ-578F9286A9B1A1	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10485	/surfaces/10485	SURF-VAM20K-00475	VAM20K-00475	7039c9257f545da0144ebc31ce784f15bbe64a0127c5c66e998834cc053cb4d2	93acd9d1-1d1f-5455-bd9a-32a6c0de9660	ecba4dcd-3681-53ab-b4fa-de65c3f9ffd1	TRN-OBJ-82B706335C138A	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10486	/surfaces/10486	SURF-VAM20K-00476	VAM20K-00476	dffceb79ac751d952c9d342a0b2a0f94c7315e4a428b8b8acb5fd19656a2fe16	cbd3b553-d593-5c49-b4a1-f72a3b4e2330	03e22456-8df8-5aa1-a562-ed233575a590	TRN-OBJ-20A65A9589D872	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10487	/surfaces/10487	SURF-VAM20K-00477	VAM20K-00477	9b1d24821e976eee583a2496a67dc38c953321a995877ae9ea171fb86356cbd6	a8ae7c0a-4c87-52d0-8dfb-74672c804747	26f4245f-a891-598c-8f66-25819ba210bb	TRN-OBJ-73D3F0B8790226	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10488	/surfaces/10488	SURF-VAM20K-00478	VAM20K-00478	5e6409d2ca81d3e0284a972d5755492350159481b5c76c6eee5624fb7850ca71	190b0b0c-d7de-5be7-a37e-41b471a3ae68	9a9dbdf7-e57b-564b-9dff-cbabf4668c66	TRN-OBJ-F217EB60F4F3E3	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10489	/surfaces/10489	SURF-VAM20K-00479	VAM20K-00479	ae325393e988616158cd70ee4ba71a6888bc8c4bac9ed3a1c21478f87efad1cd	bf65089b-301e-5ed8-9c4b-14b7fc9cb90b	e08da468-31f7-5eda-9a6e-229876c3ae6e	TRN-OBJ-74B979A20E0A11	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10490	/surfaces/10490	SURF-VAM20K-00480	VAM20K-00480	b5bf80eeb3c686b869439022516a8ca501e4ebb67a0855ee255e9655e5d0c06a	b96e0560-ea6a-5e78-a4f1-2ea687ecb7ba	ddbe7f97-d86d-5d92-8677-9f51e7e241de	TRN-OBJ-50F46573524585	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10491	/surfaces/10491	SURF-VAM20K-00481	VAM20K-00481	f58da068eb3f78725e46b37dea45146dfdc75f43565ca5bc1773bad119332316	c2641967-b0d8-5611-b7d8-b6c6bf7f2eb1	efebe2fc-3289-5877-a300-e063cd8bf607	TRN-OBJ-5BD94C22E6D2EF	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10492	/surfaces/10492	SURF-VAM20K-00482	VAM20K-00482	09cf5153dcc1ae04ed67d5c0e23ecc5a48c6804fd3e642dd8e39f2bd376abce9	7f787c78-bd2f-554a-a0e8-a41ebe868144	90df1a80-9edb-5404-b807-9ed257bb7a27	TRN-OBJ-0DBF5FB0331662	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10493	/surfaces/10493	SURF-VAM20K-00483	VAM20K-00483	9d40358c2a3394b6e47a072280572bcba3f50197c387e8d86ce4abaa4a104cfc	2e96bfab-6c2e-58a9-9497-49a7bb803c67	b99850c2-fc12-5d4a-98a5-079893628b30	TRN-OBJ-D4C77EB444FEA5	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10494	/surfaces/10494	SURF-VAM20K-00484	VAM20K-00484	2ae92150f1d1a3014dbd828ac0e19eed33f38dfc1ee9920233c94bd8db03aa62	0275ab02-adf3-53f6-86b2-3a5839caa214	7ea0e8b3-c8f3-5411-a955-0921509828f1	TRN-OBJ-2FF20BF624F581	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10495	/surfaces/10495	SURF-VAM20K-00485	VAM20K-00485	4597e5a12df6fb000b75dd118ee866519b76f766654727fbbb9b07148e4c6a6c	c81af4d5-a0fe-5d7c-a91a-53588f469943	995d5003-9dfa-54a6-a711-5154b8ebdfbd	TRN-OBJ-E02233777FB18F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10496	/surfaces/10496	SURF-VAM20K-00486	VAM20K-00486	ec93c1aa0743483769df98b470c2fcf92ed72ccfe1d1573948404e777aad42c3	48463ce8-45f7-5c10-97cb-b6c0d9622a0c	7756f509-e136-5857-aff3-ed2ae534d514	TRN-OBJ-BCD409B6CC7A35	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10497	/surfaces/10497	SURF-VAM20K-00487	VAM20K-00487	3776a99d0dbfc23e3f0306896d02b1c053ccca233b7752a93207a332760a64bf	d1f7be42-9f80-579d-8436-999981ca7061	e9feee97-e140-5c5a-9b9d-337480a88df7	TRN-OBJ-A3B062F37D7D21	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
