surface_id,capture_id,year,period_band,region,theme,source_family,source_name,title,image_state,recommended_next_action,calibrated_action,calibration_status,calibration_confidence,calibration_reason,role_family,source_text_chars,overall_research_anchor_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,editorial_need_score,risk_flags,positive_flags
SURF-CAW2026R02141,CAW2026R02141,1943,1930_1970,Jordan,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Louis Jordan Billboard 3.jpg / page 42670394,Louis Jordan Billboard 3.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,937,63,80,0,100,90,8,0,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R02244,CAW2026R02244,1948,1930_1970,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / John Greenwood - Sea Captains Carousing in Surinam - 256-1948 - Saint Louis Art Museum.jpg / page 84964744,John Greenwood - Sea Captains Carousing in Surinam - 256-1948 - Saint Louis Art Museum.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,632,61,88,30,97,78,8,3,commons_file_source,design; graphic; packaging; visual communication
SURF-CCT2026R00340,CCT2026R00340,1936,1930_1970,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / ModernEgypt, Poster of Inshudat el radio, COV 320.jpg / page 6524900","ModernEgypt, Poster of Inshudat el radio, COV 320.jpg",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,605,61,70,35,95,90,8,5,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-MX1970R025,MX1970R025,1936,1930_1970,North America,Modern typography and layout,Internet Archive,Internet Archive / text and periodical collections,Graphic design; a library of old and new masters in the graphic arts,IMG02,keep_main_anchor,keep_main_anchor,accepted_for_method,high,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,685,60,93,5,100,79,12,0,source_register:bibliography,advertising; commercial art; design; graphic; poster; typography
SURF-CRG2026R1290,CRG2026R1290,1948,1930_1970,North America,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / American Airlines To Washington Night and Day by Edward McKnight Kauffer (1948).jpg / page 175817134,American Airlines To Washington Night and Day by Edward McKnight Kauffer (1948).jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,602,60,70,17,95,95,8,5,commons_file_source,catalogue; design; graphic; poster; symbol; visual communication
SURF-GAPIT2026R015,GAPIT2026R015,1944,1930_1970,Oceania and Pacific,World War and public-information graphics,Te Papa,Te Papa Collections Online,"Poster, 'How about you?'",IMG02,keep_main_anchor,keep_main_add_text,revise_rule,medium,Promising poster/advertising row still needs editorial text before main confirmation.,main_anchor_needs_text,900,62,95,35,100,62,0,0,,campaign; design; graphic; poster
SURF-CAW2026R02369,CAW2026R02369,1952,1930_1970,Oceania and Pacific,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / Tracksuit jacket (AM 2017.66.19-6).jpg / page 83524048,Tracksuit jacket (AM 2017.66.19-6).jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,646,62,74,25,98,95,8,2,commons_file_source,catalogue; design; graphic; logo; packaging; print; visual communication
SURF-CAW2026R01716,CAW2026R01716,1932,1930_1970,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Reklama sa izložbe.jpg / page 98163871,Reklama sa izložbe.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1058,63,80,12,100,95,8,0,commons_file_source,advertisement; advertising; design; exhibition; graphic; visual communication
SURF-CAW2026R01774,CAW2026R01774,1935,1930_1970,Solomon Islands,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Yiddish theater poster for ""Saints and Sinners"" at Jennie Goldstein's National Theatre (5414697398).jpg / page 41529347","Yiddish theater poster for ""Saints and Sinners"" at Jennie Goldstein's National Theatre (5414697398).jpg",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,2059,60,80,0,100,78,8,0,commons_file_source,design; graphic; poster; visual communication
SURF-CCT2026R03667,CCT2026R03667,1931,1930_1970,South Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Alam Ara poster, 1931.jpg / page 4498252","Alam Ara poster, 1931.jpg",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,602,61,70,35,95,90,8,5,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R02402,CAW2026R02402,1953,1930_1970,Southeast Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Malaya Today (Photo Poster Set ""D"") - NARA - 5730015.jpg / page 22044812","Malaya Today (Photo Poster Set ""D"") - NARA - 5730015.jpg",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,652,60,75,35,99,78,8,1,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02144,CAW2026R02144,1943,1930_1970,Tunisia,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / We have just begun to fight!.jpg / page 108895771,We have just begun to fight!.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1040,66,80,17,100,90,8,0,commons_file_source,design; graphic; poster; print; visual communication
SURF-IR1970R071,IR1970R071,1969,1930_1970,Unresolved region,Midcentury modern graphic communication,Wellcome Collection,Wellcome Collection Catalogue API,General Birth Control information leaflets,IMG02,keep_main_anchor,packet_anchor_review,revise_rule,medium,Keep-main signal is not strong enough after calibration.,packet_relation_review,618,61,86,22,96,62,0,4,,catalogue; design; graphic; publication
SURF-COM1970R064,COM1970R064,1940,1930_1970,Unresolved region,Midcentury modern graphic communication,Wikimedia Commons,Wikimedia Commons,Bermuda By Air or Sea.jpg,IMG03,keep_main_anchor,keep_main_add_text,revise_rule,medium,Promising poster/advertising row still needs editorial text before main confirmation.,main_anchor_needs_text,713,60,80,22,100,68,8,0,commons_file_source,advertising; graphic; poster; print
SURF-CAW2026R01709,CAW2026R01709,1932,1930_1970,Western and Central Europe,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / The Ardennes ham, work by Afred Bastien, 1932, Prints Department of the Royal Library of Belgium (KBR), S.I 23717 (4).jpeg / page 181753829","The Ardennes ham, work by Afred Bastien, 1932, Prints Department of the Royal Library of Belgium (KBR), S.I 23717 (4).jpeg",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,694,64,94,35,100,78,8,0,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R01753,CAW2026R01753,1934,1930_1970,Yemen,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Azhara Nora'ah.jpg / page 76632316,Azhara Nora'ah.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,996,60,80,0,100,78,8,0,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02571,CAW2026R02571,1960,1930_1970,Zambia,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / ASquadron Selous Scouts.PNG / page 32574676,ASquadron Selous Scouts.PNG,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1058,66,80,12,100,90,8,0,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R03418,CAW2026R03418,2000,1970_2000,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Early X-ray figure panel - Google Art Project.jpg / page 21881392,Early X-ray figure panel - Google Art Project.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1013,61,80,15,100,78,8,0,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R02897,CAW2026R02897,1975,1970_2000,Angola,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Looked like everybody in Africa was in there waitin' for us! LCCN2015649159.jpg / page 66131893,Looked like everybody in Africa was in there waitin' for us! LCCN2015649159.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1168,65,80,10,100,90,8,0,commons_file_source,design; graphic; poster; print; visual communication
SURF-CAW2026R03017,CAW2026R03017,1981,1970_2000,Benin,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / ASC Leiden - F. van der Kraaij Collection - 09 - 072 - Un groupe enroule un filet de pêche sur la plage de sable - Lomé, Togo - 1981.tif / page 116755834","ASC Leiden - F. van der Kraaij Collection - 09 - 072 - Un groupe enroule un filet de pêche sur la plage de sable - Lomé, Togo - 1981.tif",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,655,69,90,12,99,90,8,1,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R03417,CAW2026R03417,2000,1970_2000,Democratic Republic of the Congo,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / Book of Mormon - Igbo.jpg / page 90929930,Book of Mormon - Igbo.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,811,60,80,0,100,78,8,0,commons_file_source,book cover; design; graphic; visual communication
SURF-CCE2026R00839,CCE2026R00839,1988,1970_2000,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / CheongWaDae 청와대 19 (51989858466).jpg / page 118496229,CheongWaDae 청와대 19 (51989858466).jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,961,64,80,15,100,90,8,0,commons_file_source,advertisement; design; graphic; publication; visual communication
SURF-CCE2026R00829,CCE2026R00829,1977,1970_2000,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Buzduganul cu trei peceți promo montage, 1977.png / page 123524906","Buzduganul cu trei peceți promo montage, 1977.png",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1087,64,80,25,100,95,8,0,commons_file_source,advertisement; advertising; design; graphic; print; visual communication
SURF-CAW2026R03345,CAW2026R03345,1996,1970_2000,Fiji,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / The Venetian (5779341737).jpg / page 24269169,The Venetian (5779341737).jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1127,64,80,0,100,90,8,0,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CRG2026R2201,CRG2026R2201,1972,1970_2000,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Deep throat PD poster (restored).png / page 17756602,Deep throat PD poster (restored).png,IMG03,keep_main_anchor,packet_anchor_review,revise_rule,medium,Risk flags block default keep-main treatment.,packet_relation_review,945,63,80,35,100,90,20,0,weak_context:talk; commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CGS2026R1215,CGS2026R1215,1976,1970_2000,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / A Wrinkle in Time cover – Laurel-Leaf Library, Dell Publishing Co., 1976 ed.jpg / page 136793662","A Wrinkle in Time cover – Laurel-Leaf Library, Dell Publishing Co., 1976 ed.jpg",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,686,65,93,35,100,78,8,0,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R03266,CAW2026R03266,1993,1970_2000,Mali,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / ASC Leiden - van Achterberg Collection - 03 - 02 - Une rue avec des piétons et des voitures garées à la cathédrale - Bamako, Mali - novembre-décembre 1993.tif / page 85902830","ASC Leiden - van Achterberg Collection - 03 - 02 - Une rue avec des piétons et des voitures garées à la cathédrale - Bamako, Mali - novembre-décembre 1993.tif",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,734,68,95,0,100,90,8,0,commons_file_source,advertisement; advertising; design; graphic; visual communication
