category,macro,country,object_term,depth,status,added,failures_delta,rejects_delta,rows_after,elapsed_seconds
Category:Maps of New Zealand on stamps,Oceania / Pacific,Aotearoa New Zealand,postage stamp,3,completed,0,0,2,4470,23924.6
Category:Flags of Nigeria on stamps,Africa,Nigeria,postage stamp,3,completed,0,1,0,4470,23942.3
Category:People of Nigeria on stamps,Africa,Nigeria,postage stamp,3,completed,0,2,0,4470,23976.3
Category:1944 stamps of Nigeria,Africa,Nigeria,postage stamp,3,completed,0,0,1,4470,23977.9
Category:1946 stamps of Nigeria,Africa,Nigeria,postage stamp,3,completed,0,0,1,4470,23979.3
Category:1949 stamps of Nigeria,Africa,Nigeria,postage stamp,3,completed,0,0,4,4470,23981.2
Category:1953 stamps of Nigeria,Africa,Nigeria,postage stamp,3,completed,0,0,7,4470,23983.6
Category:1956 stamps of Nigeria,Africa,Nigeria,postage stamp,3,completed,0,0,1,4470,23985.3
Category:1958 stamps of Nigeria,Africa,Nigeria,postage stamp,3,completed,0,2,0,4470,24019.2
Category:1959 stamps of Nigeria,Africa,Nigeria,postage stamp,3,completed,0,1,1,4470,24042.4
Category:1964 stamps of Nigeria,Africa,Nigeria,postage stamp,3,completed,0,0,1,4470,24044.2
Category:2023 stamps of Nigeria,Africa,Nigeria,postage stamp,3,completed,0,0,1,4470,24045.8
Category:1960 stamps of North Korea,East Asia,Korea,postage stamp,3,completed,0,0,1,4470,24047.3
Category:1963 stamps of North Korea,East Asia,Korea,postage stamp,3,completed,0,0,1,4470,24048.9
Category:1964 stamps of North Korea,East Asia,Korea,postage stamp,3,completed,0,1,0,4470,24066.6
Category:1965 stamps of North Korea,East Asia,Korea,postage stamp,3,completed,0,1,1,4470,24100.6
Category:1966 stamps of North Korea,East Asia,Korea,postage stamp,3,completed,0,0,0,4470,24102.1
Category:Flags of Pakistan on stamps,South Asia,Pakistan,postage stamp,3,completed,3,0,18,4473,24104.8
Category:Maps of Pakistan on stamps,South Asia,Pakistan,postage stamp,3,completed,0,0,3,4473,24106.9
Category:1897 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,0,1,4473,24108.5
Category:1945 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,1,0,4473,24126.2
Category:1946 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,1,0,4473,24160.0
Category:1947 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,0,1,4473,24161.6
Category:1948 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,0,1,4473,24163.2
Category:1949 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,0,0,4473,24164.7
Category:1952 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,0,4,4473,24166.4
Category:1956 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,1,0,4473,24184.1
Category:1962 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,1,2,4473,24218.3
Category:1963 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,0,2,4473,24220.0
Category:1966 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,0,1,4473,24221.5
Category:1967 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,0,1,4473,24223.3
Category:1968 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,0,3,4473,24224.9
Category:1969 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,1,0,4473,24242.6
Category:1971 stamps of Pakistan,South Asia,Pakistan,postage stamp,3,completed,0,2,0,4473,24276.3
Category:Flags of Palestine on stamps,Middle East and North Africa,Palestine,postage stamp,3,completed,0,0,4,4473,24278.3
Category:Maps of Palestine on stamps,Middle East and North Africa,Palestine,postage stamp,3,completed,0,0,16,4473,24281.1
Category:People of Palestine on stamps,Middle East and North Africa,Palestine,postage stamp,3,completed,0,0,1,4473,24282.6
Category:People of the State of Palestine on stamps,Middle East and North Africa,Palestine,postage stamp,3,completed,0,0,1,4473,24284.3
Category:State of Palestine on stamps,Middle East and North Africa,Palestine,postage stamp,3,completed,0,0,0,4473,24285.9
Category:1887 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4473,24319.9
Category:1890 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,1,4473,24337.6
Category:1895 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24339.2
Category:1896 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24340.8
Category:1897 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24342.4
Category:1898 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,3,4473,24344.1
Category:1899 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4473,24361.9
Category:1901 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4473,24396.3
Category:1906 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,2,4473,24397.8
Category:1917 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24399.3
Category:1932 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24401.0
Category:1935 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,5,4473,24403.0
Category:1936 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24404.7
Category:1937 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4473,24438.7
Category:1942 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,5,4473,24462.4
Category:1943 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,7,4473,24464.3
Category:1944 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,7,4473,24466.1
Category:1945 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,5,4473,24468.0
Category:1946 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24469.6
Category:1947 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4473,24487.2
Category:1948 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,1,4473,24521.3
Category:1949 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,4,4473,24523.2
Category:1951 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24525.0
Category:1952 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,2,4473,24526.6
Category:1953 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24528.2
Category:1954 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4473,24545.7
Category:1955 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,2,4473,24579.7
Category:1956 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,2,4473,24581.4
Category:1957 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24582.9
Category:1958 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24584.6
Category:1959 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,2,4473,24586.3
Category:1960 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4473,24604.0
Category:1961 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,1,4473,24638.0
Category:1962 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,4,4473,24639.8
Category:1963 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,7,4473,24642.2
Category:1965 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24643.8
Category:1966 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,2,4473,24645.4
Category:1967 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4473,24663.2
Category:1969 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4473,24696.8
Category:1970 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4473,24698.4
Category:1971 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,2,0,1,4475,24700.0
Category:1972 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,1,0,3,4476,24702.1
Category:1973 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,3,0,1,4479,24704.6
Category:1974 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,1,0,0,4480,24706.4
Category:1975 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4480,24740.5
Category:1976 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,2,0,0,4482,24758.3
Category:1977 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,1,0,0,4483,24760.2
Category:1978 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,9,0,0,4492,24762.6
Category:1979 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,7,0,3,4499,24765.3
Category:1980 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,2,4499,24767.3
Category:1981 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4499,24801.2
Category:1982 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,2,0,0,4501,24819.3
Category:1983 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,1,0,0,4502,24821.1
Category:1984 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,6,0,0,4508,24823.5
Category:1987 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,4,0,3,4512,24826.0
Category:1988 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,1,0,0,4513,24827.9
Category:1989 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4513,24861.9
Category:1991 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,6,0,1,4519,24880.7
Category:1992 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,1,0,8,4520,24883.1
Category:1993 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4520,24884.8
Category:1994 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,3,0,1,4523,24886.7
Category:1995 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,4,0,0,4527,24888.5
Category:1996 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4527,24922.6
Category:1997 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,2,0,2,4529,24940.9
Category:1998 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,1,0,0,4530,24942.7
Category:1999 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,7,0,0,4537,24945.3
Category:2004 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,14,4537,24948.2
Category:2005 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,19,4537,24951.2
Category:2006 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4537,24985.1
Category:2007 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,12,4537,25003.8
Category:2008 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,23,4537,25007.2
Category:2009 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,25,4537,25010.5
Category:2010 stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,45,4537,25015.2
Category:1880s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4537,25016.8
Category:1890s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4537,25050.6
Category:1900s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4537,25057.7
Category:1910s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,1,4537,25059.3
Category:1930s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4537,25060.8
Category:1940s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4537,25062.4
Category:1950s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4537,25063.9
Category:1960s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,2,0,4537,25097.8
Category:1970s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4537,25121.1
Category:1980s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4537,25122.6
Category:1990s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4537,25124.2
Category:2000s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4537,25125.8
Category:2010s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4537,25127.4
Category:2020s stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4537,25145.1
Category:Aircraft on stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,3,4537,25179.3
Category:Animals on stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,47,4537,25183.2
Category:Chinese New Year on stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,14,4537,25185.5
Category:COVID-19 on stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,8,4537,25187.5
Category:People of the Philippines on stamps,Southeast Asia,Philippines,postage stamp,3,completed,1,0,46,4538,25191.0
Category:Sports on stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4538,25208.9
Category:Zodiac on stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,1,14,4538,25243.4
Category:19th-century stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4538,25244.9
Category:20th-century stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4538,25246.5
Category:21st-century stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4538,25248.0
Category:Philippine stamp-related deletion requests/deleted,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4538,25249.6
Category:Philippine stamp-related deletion requests/kept,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4538,25267.2
Category:Philippine stamp-related deletion requests/pending,Southeast Asia,Philippines,postage stamp,3,completed,0,1,0,4538,25301.3
Category:Philippine stamp-related deletion requests/undeleted,Southeast Asia,Philippines,postage stamp,3,completed,0,0,0,4538,25302.9
Category:Telegraph stamps of the Philippines,Southeast Asia,Philippines,postage stamp,3,completed,0,0,3,4538,25304.9
Category:1860s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,0,4538,25306.5
Category:1910s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,0,4538,25308.0
Category:1920s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,1,0,4538,25326.2
Category:1930s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,1,0,4538,25360.6
Category:1940s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,0,4538,25362.1
Category:1950s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,0,4538,25363.8
Category:1960s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,0,4538,25365.4
Category:1970s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,5,4538,25367.6
Category:1980s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,1,0,4538,25385.2
Category:1990s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,1,0,4538,25419.2
Category:2020s stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,1,4538,25420.8
Category:19th-century stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,0,4538,25422.3
Category:20th-century stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,0,4538,25423.9
Category:21st-century stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,0,4538,25425.5
Category:Aircraft on stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,1,0,4538,25443.2
Category:Animals on stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,1,16,4538,25478.0
Category:Coats of arms of Poland on stamps,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,6,4538,25479.9
Category:People on stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,5,4538,25481.8
Category:1915 stamps of Germany for Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,5,4538,25484.4
Category:1916 stamps of Germany for Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,0,7,4538,25488.1
Category:1917 stamps of Germany for Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,1,0,4538,25505.7
Category:General Government overprints on stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,3,completed,0,1,47,4538,25542.2
Category:Agriculture on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,3,completed,0,0,5,4538,25544.0
Category:Anniversaries on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,3,completed,0,0,49,4538,25548.1
Category:Arts on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,3,completed,0,0,0,4538,25549.6
Category:Buildings on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,3,completed,0,0,1,4538,25551.3
Category:Economics on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,3,completed,0,1,0,4538,25569.0
