rank,object_key,surface_id,source_name,title,region_group,period_band,best_image_state,rights_reviewed,source_visible_gap,verified_open_gap,weighted_gap_points,repair_family,required_evidence,automatic_upgrade_allowed,source_url,rights_label,image_license_label
828,url:http://www.flickr.com/photos/33150964@N05/5173815523/in/pool-eqnzchc2010,SURF-DNZPOSTR072,DigitalNZ,Poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://www.flickr.com/photos/33150964@N05/5173815523/in/pool-eqnzchc2010/,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
829,url:https://teara.govt.nz/en/ephemera/23180/railways-poster,SURF-DNZPOSTR073,DigitalNZ,Railways poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/23180/railways-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
830,url:https://teara.govt.nz/en/ephemera/23181/tourist-bureau-poster,SURF-DNZPOSTR074,DigitalNZ,Tourist Bureau poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/23181/tourist-bureau-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
831,url:https://teara.govt.nz/en/ephemera/31375/cervical-screening-poster,SURF-DNZPOSTR075,DigitalNZ,Cervical screening poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/31375/cervical-screening-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
832,url:https://teara.govt.nz/en/ephemera/27264/dental-health-poster-1950s,SURF-DNZPOSTR076,DigitalNZ,"Dental health poster, 1950s",Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/27264/dental-health-poster-1950s,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
833,url:https://www.canterburystories.nz/collections/community/donnarobertson/ccl-cs-20787,SURF-DNZPOSTR077,DigitalNZ,Gardensity poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.canterburystories.nz/collections/community/donnarobertson/ccl-cs-20787,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
834,url:https://teara.govt.nz/en/ephemera/27508/methodist-maori-singing-troupe,SURF-DNZPOSTR078,DigitalNZ,Methodist Māori singing troupe,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/27508/methodist-maori-singing-troupe,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
835,url:https://teara.govt.nz/en/ephemera/26137/nzpars-poster,SURF-DNZPOSTR079,DigitalNZ,NZPARS poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/26137/nzpars-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
836,url:https://teara.govt.nz/en/ephemera/30753/pacific-cervical-screening-campaign,SURF-DNZPOSTR080,DigitalNZ,Pacific cervical-screening campaign,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/30753/pacific-cervical-screening-campaign,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
837,url:https://teara.govt.nz/en/ephemera/27633/smokefree-poster,SURF-DNZPOSTR081,DigitalNZ,Smokefree poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/27633/smokefree-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
838,url:https://knowledgebank.org.nz/text/exhibition-poster-2012,SURF-DNZPOSTR082,DigitalNZ,Exhibition Poster 2012,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://knowledgebank.org.nz/text/exhibition-poster-2012/,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
839,url:https://teara.govt.nz/en/ephemera/39275/golf-tourism-poster-1930s,SURF-DNZPOSTR083,DigitalNZ,"Golf tourism poster, 1930s",Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/39275/golf-tourism-poster-1930s,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
840,url:https://teara.govt.nz/en/ephemera/32715/nuclear-warship-protests-poster,SURF-DNZPOSTR084,DigitalNZ,Nuclear warship protests: poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/32715/nuclear-warship-protests-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
841,url:https://www.canterburystories.nz/collections/community/ginahubert/ccl-cs-23547,SURF-DNZPOSTR085,DigitalNZ,Posters,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.canterburystories.nz/collections/community/ginahubert/ccl-cs-23547,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
842,url:https://www.canterburystories.nz/collections/community/ginahubert/ccl-cs-23527,SURF-DNZPOSTR086,DigitalNZ,Posters,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.canterburystories.nz/collections/community/ginahubert/ccl-cs-23527,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
843,url:https://www.canterburystories.nz/collections/community/lisa-stanger/ccl-cs-46976,SURF-DNZPOSTR087,DigitalNZ,Posters,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.canterburystories.nz/collections/community/lisa-stanger/ccl-cs-46976,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
844,url:https://www.canterburystories.nz/collections/community/lisa-stanger/ccl-cs-46986,SURF-DNZPOSTR088,DigitalNZ,Posters,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.canterburystories.nz/collections/community/lisa-stanger/ccl-cs-46986,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
845,url:https://teara.govt.nz/en/ephemera/36376/treaty-protest-posters-the-treaty-is-a-fraud,SURF-DNZPOSTR089,DigitalNZ,Treaty protest posters: ‘The treaty is a fraud’,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/36376/treaty-protest-posters-the-treaty-is-a-fraud,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
846,url:https://teara.govt.nz/en/ephemera/45902/poster-advertising-ian-scott-exhibition-1978,SURF-DNZPOSTR091,DigitalNZ,"Poster advertising Ian Scott exhibition, 1978",Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/45902/poster-advertising-ian-scott-exhibition-1978,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
