candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,period_start,period_end,period_bands,expected_record_types,capture_route,recommended_adapter,recommended_image_policy,text_enrichment_path,rights_posture,risk_notes,priority,inclusion_status,notes,impact_score,impact_rating,impact_basis,new_source_basis
NLCV30160,Biblioteca Nacional da Guine-Bissau,Africa,West Africa,Guinea-Bissau,national library,national,HTML,https://www.bn-gb.org/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; cultural print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30161,Instituto Moreira Salles Acervos,Latin America / Caribbean,Brazil,Brazil,visual culture archive,nonprofit,HTML/catalog,https://ims.com.br/acervos/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,photographs; posters; magazines; graphic culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,89,A,"region=Latin America / Caribbean; class=visual culture archive; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30162,Casa de Rui Barbosa Acervo,Latin America / Caribbean,Brazil,Brazil,research archive,national,HTML/catalog,https://www.gov.br/casaruibarbosa/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; archives; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,89,A,"region=Latin America / Caribbean; class=research archive; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30163,Museu da Imagem e do Som Sao Paulo,Latin America / Caribbean,Brazil,Brazil,media archive,museum,HTML,https://mis-sp.org.br/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; media graphics; exhibition records,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=media archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30164,Centro de Documentacao e Pesquisa Vergueiro,Latin America / Caribbean,Brazil,Brazil,social movement archive,nonprofit,HTML,https://cedem.unesp.br/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; pamphlets; periodicals; movement graphics,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P0,candidate,,84,A,"region=Latin America / Caribbean; class=social movement archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30165,Museo de Arte Contemporaneo de Monterrey MARCO,Latin America / Caribbean,Mexico,Mexico,museum archive,museum,HTML,https://www.marco.org.mx/,1990,2026,1971-2000; 2001-2026,exhibition graphics; catalogues; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,70,B,"region=Latin America / Caribbean; class=museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30166,Centro de la Imagen Mexico,Latin America / Caribbean,Mexico,Mexico,visual culture archive,public,HTML,https://centrodelaimagen.cultura.gob.mx/,1990,2026,1971-2000; 2001-2026,photography; exhibition posters; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=visual culture archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30167,Archivo Historico de la UNAM,Latin America / Caribbean,Mexico,Mexico,university archive,university,HTML,https://www.ahunam.unam.mx/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; student publications; archives; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=university archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30168,Museo Universitario Arte Contemporaneo MUAC,Latin America / Caribbean,Mexico,Mexico,museum archive,university museum,HTML,https://muac.unam.mx/,1950,2026,1931-1970; 1971-2000; 2001-2026,exhibition graphics; design; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,70,B,"region=Latin America / Caribbean; class=museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30169,Biblioteca Nacional de Puerto Rico,Latin America / Caribbean,Caribbean,Puerto Rico,national library,national,HTML/catalog,https://www.icp.pr.gov/biblioteca-nacional,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; periodicals,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Latin America / Caribbean; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30170,Archivo General de Puerto Rico,Latin America / Caribbean,Caribbean,Puerto Rico,national archive,national,HTML,https://www.icp.pr.gov/archivo-general,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; posters; photographs; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30171,University of Puerto Rico Digital Collections,Latin America / Caribbean,Caribbean,Puerto Rico,university digital collections,university,HTML/repository,https://bibliotecadigital.upr.edu/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; photographs; posters,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,72,B,"region=Latin America / Caribbean; class=university digital collections; protocol=HTML/repository; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
