validation_sample_id,surface_id,capture_id,sample_target_marker,year,period,region,theme,medium,image_state,source_name,source_family,title,descriptive_unit,recommended_role,parent_candidate,relation_type,text_need_level,blocker_class,review_result,review_confidence,generalizable_rule,method_risk_flags,role_rationale,review_status,reviewer_notes
MSTV0217,SURF-CRG2026R0211,CRG2026R0211,support_or_card_review,1906,1900_1913,Global / transnational,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Bandontwerp voor Louis Couperus, Van oude menschen, de dingen die voorbijgaan, RP-T-2015-41-3549.jpg / page 85698869",Wikimedia Commons,"Bandontwerp voor Louis Couperus, Van oude menschen, de dingen die voorbijgaan, RP-T-2015-41-3549.jpg",image_file_source_witness,card_context,"Global / transnational|Modern typography and layout|Wikimedia Commons file source / Bandontwerp voor Louis Couperus, Van oude menschen, de dingen die voorbijgaan, RP-T-2015-41-3549.jpg / page 85698869|1900s",context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0218,SURF-CCT2026R03640,CCT2026R03640,support_or_card_review,1901,1900_1913,India,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Edward VII definitive stamps of India.jpg / page 133230614,Wikimedia Commons,Edward VII definitive stamps of India.jpg,image_file_source_witness,card_context,India|World War and public-information graphics|Wikimedia Commons file source / Edward VII definitive stamps of India.jpg / page 133230614|1900s,context_or_source_witness_for_packet,low,transnational_geography_manual; weak_commons_only_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0219,SURF-CAW2026R01139,CAW2026R01139,support_or_card_review,1912,1900_1913,Uruguay,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / A Portrait-of Sun Duoci by Xu Beihong.jpg / page 39356414,Wikimedia Commons,A Portrait-of Sun Duoci by Xu Beihong.jpg,image_file_source_witness,card_context,Uruguay|Modern typography and layout|Wikimedia Commons file source / A Portrait-of Sun Duoci by Xu Beihong.jpg / page 39356414|1910s,context_or_source_witness_for_packet,low,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,commons_file_source; no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0220,SURF-MX1970R041,MX1970R041,support_or_card_review,1938,1914_1945,Palestine / transnational,Modern typography and layout,digitized text / periodical,IMG03,Internet Archive / text and periodical collections,Internet Archive,גרפיקה שמושית בארצ-ישדאל | Commercial Art Of Palestine,periodical_or_issue,card_context,Palestine / transnational|Modern typography and layout|Internet Archive / text and periodical collections|1930s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0221,SURF-MC1930R020,MC1930R020,support_or_card_review,1936,1914_1945,United States,New Deal and civic poster programs,"1 print on board (poster) : silkscreen, color.",IMG01,Library of Congress loc.gov API,Library of Congress,"Who's who in the zoo Illustrated natural history prepared by the WPA Federal Writers Project : On sale at all book stores, zoos, and museums.",false_positive_candidate,exclude_or_deprioritize,,manual_relation_review,none,natural_history_geology_false_positive,pass,high,natural_history_or_geology_false_positive_is_not_graphic_design_main,natural_history_geology; large_cluster; no_subsheet_relation,Natural-history/geology drift should not carry main-sheet authority in a graphic design archive.,pending,
MSTV0222,SURF-MC1930R010,MC1930R010,support_or_card_review,1936,1914_1945,Unresolved region,New Deal and civic poster programs,"1 print on board (poster) : silkscreen, color ; 35.6 x 28 cm.",IMG03,Library of Congress loc.gov API,Library of Congress,A book mark would be better!,work_record_candidate,card_context,Unresolved region|New Deal and civic poster programs|Library of Congress loc.gov API|1930s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0223,SURF-ER1830R077,ER1830R077,support_or_card_review,1930,1914_1945,Unresolved region,Midcentury modern graphic communication,1 photographic print : gelatin silver.,IMG03,Library of Congress loc.gov API,Library of Congress,Schools. Trade card image,work_record_candidate,card_context,Unresolved region|Midcentury modern graphic communication|Library of Congress loc.gov API|1930s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0224,SURF-SI1970R011,SI1970R011,support_or_card_review,1925,1914_1945,United States,Midcentury modern graphic communication,ink on paper; H x W: 9 × 6 in. (22.9 × 15.2 cm),IMG03,Smithsonian Open Access,Smithsonian Open Access,Advertisement card for gospel singer Rev. Isaac C. Reddie,work_record_candidate,card_context,United States|Midcentury modern graphic communication|Smithsonian Open Access|1920s,context_or_source_witness_for_packet,low,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0225,SURF-IR1970R028,IR1970R028,support_or_card_review,1944,1914_1945,United Kingdom,World War and public-information graphics,Poster,IMG02,V&A Collections API,V&A Collections API,The Royal Navy at Work Exhibition,work_record_candidate,card_context,United Kingdom|World War and public-information graphics|V&A Collections API|1940s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0226,SURF-IR1970R025,IR1970R025,support_or_card_review,1943,1914_1945,Unresolved region,Modern typography and layout,Graphic design object record,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,Letters between the Central Council for Health Education and J B S Haldane,work_record_candidate,card_context,Unresolved region|Modern typography and layout|Wellcome Collection Catalogue API|1940s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0227,SURF-IR1970R002,IR1970R002,support_or_card_review,1935,1914_1945,Unresolved region,Public health and social communication,Publication design,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,"Publications about the Experiment (not by GSW or IHP, for which see sections D & E respectively)",work_record_candidate,card_context,Unresolved region|Public health and social communication|Wellcome Collection Catalogue API|1930s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0228,SURF-IR1970R001,IR1970R001,support_or_card_review,1931,1914_1945,Unresolved region,Midcentury modern graphic communication,Posters; Lithographs,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,"A man happy to be returning to the factory after being cured of tuberculosis. Colour lithograph after W. Heaslip, 1931.",work_record_candidate,card_context,Unresolved region|Midcentury modern graphic communication|Wellcome Collection Catalogue API|1930s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0229,SURF-MX1970R013,MX1970R013,support_or_card_review,1940,1914_1945,Unresolved region,Midcentury modern graphic communication,Posters; Lithographs,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,"Ten people at a swimming pool, one of whom will be infected with syphilis before the age of fifty. Lithograph after D. Fellnagel, 1940.",work_record_candidate,card_context,Unresolved region|Midcentury modern graphic communication|Wellcome Collection Catalogue API|1940s,context_or_source_witness_for_packet,medium,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0230,SURF-IR1970R016,IR1970R016,support_or_card_review,1940,1914_1945,Unresolved region,Midcentury modern graphic communication,Posters; Lithographs,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,"A tuberculosis stamp showing children singing Christmas carols; advertising the sale of tuberculosis stamps. Colour lithograph (?), 1940.",commemorative_source_witness,card_context,Unresolved region|Midcentury modern graphic communication|Wellcome Collection Catalogue API|1940s,commemorative_context_for_packet,medium,stamp_or_commemorative_manual; unresolved_region_or_theme_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,unresolved_region_or_theme; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0231,SURF-CRG2026R1100,CRG2026R1100,support_or_card_review,1943,1914_1945,Global / transnational,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Stamp of Aegean Islands - 1943 - Colnect 413978 - Pro assistenza Egeo.jpeg / page 115644847,Wikimedia Commons,Stamp of Aegean Islands - 1943 - Colnect 413978 - Pro assistenza Egeo.jpeg,commemorative_source_witness,card_context,Global / transnational|Modern typography and layout|Wikimedia Commons file source / Stamp of Aegean Islands - 1943 - Colnect 413978 - Pro assistenza Egeo.jpeg / page 115644847|1940s,commemorative_context_for_packet,medium,stamp_or_commemorative_manual; transnational_geography_manual; weak_commons_only_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; transnational_region; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0232,SURF-CRG2026R0670,CRG2026R0670,support_or_card_review,1933,1914_1945,Italy,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / ITA 1933 MiNr0450 pm B002.jpg / page 63425166,Wikimedia Commons,ITA 1933 MiNr0450 pm B002.jpg,commemorative_source_witness,card_context,Italy|Modern typography and layout|Wikimedia Commons file source / ITA 1933 MiNr0450 pm B002.jpg / page 63425166|1930s,commemorative_context_for_packet,low,stamp_or_commemorative_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0233,SURF-CCT2026R03161,CCT2026R03161,support_or_card_review,1933,1914_1945,Palestine / transnational,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / A poster calling to protest against the persecution of Jews in Germany, Tel Aviv 1933.jpg / page 27791395",Wikimedia Commons,"A poster calling to protest against the persecution of Jews in Germany, Tel Aviv 1933.jpg",image_file_source_witness,card_context,"Palestine / transnational|World War and public-information graphics|Wikimedia Commons file source / A poster calling to protest against the persecution of Jews in Germany, Tel Aviv 1933.jpg / page 27791395|1930s",context_or_source_witness_for_packet,medium,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
