table_schema	table_name	catalog_kind	constraint_name	definition	columns	referenced_schema	referenced_table	referenced_columns	deferrable	initially_deferred	trigger_function	trigger_events	expected_event_count	table_indexes	referenced_indexes	child_fk_leading_index_covered	pre_remediation_complexity	risk_priority
release	research_release_relation_evidence	FOREIGN_KEY	research_relation_evidence_source_record_fk	FOREIGN KEY (source_asset_id, source_record_id) REFERENCES raw.source_record(source_asset_id, source_record_id) ON DELETE RESTRICT	source_asset_id,source_record_id	raw	source_record	source_asset_id,source_record_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_evidence_pkey ON release.research_release_relation_evidence USING btree (research_release_id, semantic_relation_id, evidence_item_id, evidence_role, evidence_basis) || CREATE INDEX research_relation_evidence_source_idx ON release.research_release_relation_evidence USING btree (research_release_id, source_asset_id, source_version_id, source_record_id)	CREATE UNIQUE INDEX source_record_pkey ON raw.source_record USING btree (source_record_id) || CREATE UNIQUE INDEX source_record_occurrence_unique ON raw.source_record USING btree (source_asset_id, record_ordinal) || CREATE UNIQUE INDEX source_record_asset_identity_unique ON raw.source_record USING btree (source_asset_id, source_record_id) || CREATE INDEX source_record_legacy_id_idx ON raw.source_record USING btree (legacy_source_record_id) || CREATE INDEX source_record_fingerprint_idx ON raw.source_record USING btree (raw_fingerprint)	f	INDEX_PROBE	P2
release	research_release_relation_evidence	FOREIGN_KEY	research_relation_evidence_source_version_fk	FOREIGN KEY (source_version_id, source_asset_id) REFERENCES provenance.source_version(source_version_id, source_asset_id) ON DELETE RESTRICT	source_version_id,source_asset_id	provenance	source_version	source_version_id,source_asset_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_evidence_pkey ON release.research_release_relation_evidence USING btree (research_release_id, semantic_relation_id, evidence_item_id, evidence_role, evidence_basis) || CREATE INDEX research_relation_evidence_source_idx ON release.research_release_relation_evidence USING btree (research_release_id, source_asset_id, source_version_id, source_record_id)	CREATE UNIQUE INDEX source_version_pkey ON provenance.source_version USING btree (source_version_id) || CREATE UNIQUE INDEX source_version_source_document_id_version_token_key ON provenance.source_version USING btree (source_document_id, version_token) || CREATE UNIQUE INDEX source_version_source_document_id_content_sha256_byte_lengt_key ON provenance.source_version USING btree (source_document_id, content_sha256, byte_length) || CREATE INDEX source_version_supersedes_idx ON provenance.source_version USING btree (supersedes_source_version_id) || CREATE UNIQUE INDEX source_version_asset_identity_unique ON provenance.source_version USING btree (source_version_id, source_asset_id)	f	INDEX_PROBE	P2
release	research_release_relation_evidence	FOREIGN_KEY	research_release_relation_evi_research_release_id_semantic_fkey	FOREIGN KEY (research_release_id, semantic_relation_id) REFERENCES release.research_release_relation(research_release_id, semantic_relation_id) ON DELETE RESTRICT	research_release_id,semantic_relation_id	release	research_release_relation	research_release_id,semantic_relation_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_evidence_pkey ON release.research_release_relation_evidence USING btree (research_release_id, semantic_relation_id, evidence_item_id, evidence_role, evidence_basis) || CREATE INDEX research_relation_evidence_source_idx ON release.research_release_relation_evidence USING btree (research_release_id, source_asset_id, source_version_id, source_record_id)	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	t	INDEX_PROBE	P2
release	research_release_relation_evidence	FOREIGN_KEY	research_release_relation_evidence_source_asset_id_fkey	FOREIGN KEY (source_asset_id) REFERENCES raw.source_asset(source_asset_id) ON DELETE RESTRICT	source_asset_id	raw	source_asset	source_asset_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_evidence_pkey ON release.research_release_relation_evidence USING btree (research_release_id, semantic_relation_id, evidence_item_id, evidence_role, evidence_basis) || CREATE INDEX research_relation_evidence_source_idx ON release.research_release_relation_evidence USING btree (research_release_id, source_asset_id, source_version_id, source_record_id)	CREATE UNIQUE INDEX source_asset_pkey ON raw.source_asset USING btree (source_asset_id) || CREATE UNIQUE INDEX source_asset_lexical_identity_unique ON raw.source_asset USING btree (sha256, byte_length) || CREATE UNIQUE INDEX source_asset_id_sha_unique ON raw.source_asset USING btree (source_asset_id, sha256) || CREATE INDEX source_asset_authority_idx ON raw.source_asset USING btree (authority, logical_name)	f	INDEX_PROBE	P2
release	research_release_verification	FOREIGN_KEY	research_release_verification_research_release_id_manifest_fkey	FOREIGN KEY (research_release_id, manifest_sha256) REFERENCES release.research_release(research_release_id, manifest_sha256) ON DELETE RESTRICT	research_release_id,manifest_sha256	release	research_release	research_release_id,manifest_sha256	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_verification_pkey ON release.research_release_verification USING btree (research_release_verification_id) || CREATE UNIQUE INDEX research_release_verification_research_release_id_manifest__key ON release.research_release_verification USING btree (research_release_id, manifest_sha256, verifier_version, sidecar_sha256)	CREATE UNIQUE INDEX research_release_pkey ON release.research_release USING btree (research_release_id) || CREATE UNIQUE INDEX research_release_release_token_key ON release.research_release USING btree (release_token) || CREATE UNIQUE INDEX research_release_research_release_id_manifest_sha256_key ON release.research_release USING btree (research_release_id, manifest_sha256) || CREATE INDEX research_release_state_idx ON release.research_release USING btree (release_state, created_at)	t	INDEX_PROBE	P2
release	research_source_lineage	FOREIGN_KEY	research_source_lineage_research_release_id_fkey	FOREIGN KEY (research_release_id) REFERENCES release.research_release(research_release_id) ON DELETE RESTRICT	research_release_id	release	research_release	research_release_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_source_lineage_pkey ON release.research_source_lineage USING btree (research_release_id, source_role) || CREATE UNIQUE INDEX research_source_lineage_research_release_id_source_asset_id_key ON release.research_source_lineage USING btree (research_release_id, source_asset_id) || CREATE INDEX research_source_lineage_asset_idx ON release.research_source_lineage USING btree (source_asset_id, research_release_id)	CREATE UNIQUE INDEX research_release_pkey ON release.research_release USING btree (research_release_id) || CREATE UNIQUE INDEX research_release_release_token_key ON release.research_release USING btree (release_token) || CREATE UNIQUE INDEX research_release_research_release_id_manifest_sha256_key ON release.research_release USING btree (research_release_id, manifest_sha256) || CREATE INDEX research_release_state_idx ON release.research_release USING btree (release_state, created_at)	t	INDEX_PROBE	P2
release	research_source_lineage	FOREIGN_KEY	research_source_lineage_source_asset_id_fkey	FOREIGN KEY (source_asset_id) REFERENCES raw.source_asset(source_asset_id) ON DELETE RESTRICT	source_asset_id	raw	source_asset	source_asset_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_source_lineage_pkey ON release.research_source_lineage USING btree (research_release_id, source_role) || CREATE UNIQUE INDEX research_source_lineage_research_release_id_source_asset_id_key ON release.research_source_lineage USING btree (research_release_id, source_asset_id) || CREATE INDEX research_source_lineage_asset_idx ON release.research_source_lineage USING btree (source_asset_id, research_release_id)	CREATE UNIQUE INDEX source_asset_pkey ON raw.source_asset USING btree (source_asset_id) || CREATE UNIQUE INDEX source_asset_lexical_identity_unique ON raw.source_asset USING btree (sha256, byte_length) || CREATE UNIQUE INDEX source_asset_id_sha_unique ON raw.source_asset USING btree (source_asset_id, sha256) || CREATE INDEX source_asset_authority_idx ON raw.source_asset USING btree (authority, logical_name)	t	INDEX_PROBE	P2
release	research_validation_receipt	FOREIGN_KEY	research_validation_receipt_research_release_id_fkey	FOREIGN KEY (research_release_id) REFERENCES release.research_release(research_release_id) ON DELETE RESTRICT	research_release_id	release	research_release	research_release_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_validation_receipt_pkey ON release.research_validation_receipt USING btree (research_validation_receipt_id) || CREATE UNIQUE INDEX research_validation_receipt_research_release_id_verifier_ve_key ON release.research_validation_receipt USING btree (research_release_id, verifier_version, receipt_sha256) || CREATE INDEX research_validation_receipt_result_idx ON release.research_validation_receipt USING btree (research_release_id, validation_result) || CREATE UNIQUE INDEX research_validation_receipt_kind_unique ON release.research_validation_receipt USING btree (research_release_id, receipt_kind)	CREATE UNIQUE INDEX research_release_pkey ON release.research_release USING btree (research_release_id) || CREATE UNIQUE INDEX research_release_release_token_key ON release.research_release USING btree (release_token) || CREATE UNIQUE INDEX research_release_research_release_id_manifest_sha256_key ON release.research_release USING btree (research_release_id, manifest_sha256) || CREATE INDEX research_release_state_idx ON release.research_release USING btree (release_state, created_at)	t	INDEX_PROBE	P2
release	trace_branch_projection	FOREIGN_KEY	trace_branch_projection_research_release_id_corpus_version_fkey	FOREIGN KEY (research_release_id, corpus_version_id, trace_tree_id) REFERENCES release.trace_tree_projection(research_release_id, corpus_version_id, trace_tree_id) ON DELETE RESTRICT	research_release_id,corpus_version_id,trace_tree_id	release	trace_tree_projection	research_release_id,corpus_version_id,trace_tree_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX trace_branch_projection_pkey ON release.trace_branch_projection USING btree (research_release_id, corpus_version_id, trace_tree_id, trace_branch_id)	CREATE UNIQUE INDEX trace_tree_projection_pkey ON release.trace_tree_projection USING btree (research_release_id, corpus_version_id, trace_tree_id)	t	INDEX_PROBE	P2
release	trace_branch_projection	FOREIGN_KEY	trace_branch_projection_trace_tree_id_trace_branch_id_fkey	FOREIGN KEY (trace_tree_id, trace_branch_id) REFERENCES research.trace_branch(trace_tree_id, trace_branch_id) ON DELETE RESTRICT	trace_tree_id,trace_branch_id	research	trace_branch	trace_tree_id,trace_branch_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX trace_branch_projection_pkey ON release.trace_branch_projection USING btree (research_release_id, corpus_version_id, trace_tree_id, trace_branch_id)	CREATE UNIQUE INDEX trace_branch_pkey ON research.trace_branch USING btree (trace_tree_id, trace_branch_id) || CREATE UNIQUE INDEX trace_branch_trace_tree_id_branch_token_key ON research.trace_branch USING btree (trace_tree_id, branch_token)	f	INDEX_PROBE	P2
release	trace_edge_tree_placement	FOREIGN_KEY	trace_edge_tree_placement_research_release_id_corpus_vers_fkey1	FOREIGN KEY (research_release_id, corpus_version_id, trace_tree_id, trace_branch_id) REFERENCES release.trace_branch_projection(research_release_id, corpus_version_id, trace_tree_id, trace_branch_id) ON DELETE RESTRICT	research_release_id,corpus_version_id,trace_tree_id,trace_branch_id	release	trace_branch_projection	research_release_id,corpus_version_id,trace_tree_id,trace_branch_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX trace_edge_tree_placement_pkey ON release.trace_edge_tree_placement USING btree (research_release_id, corpus_version_id, subject_trace_node_id, semantic_relation_id, object_trace_node_id, projection_role, trace_tree_id, trace_branch_id, placement_role) || CREATE INDEX trace_edge_tree_placement_tree_idx ON release.trace_edge_tree_placement USING btree (research_release_id, corpus_version_id, trace_tree_id, trace_branch_id)	CREATE UNIQUE INDEX trace_branch_projection_pkey ON release.trace_branch_projection USING btree (research_release_id, corpus_version_id, trace_tree_id, trace_branch_id)	t	INDEX_PROBE	P2
