ordinal	pair_id	vocabulary_id_a	vocabulary_id_b	label_a	label_b	normalized_label_a	normalized_label_b	canonical_pair_key	structurally_excluded	pair_universe_hash
278	R16A-PAIR:e2357ff2bbf5697807d1f9015bb2c881eeb07d89c3fb9faba3a1f1fba3c756e6	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	cultural negotiation	exhibition	cultural negotiation	exhibition	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
279	R16A-PAIR:16acfdc89400e85d0ec1d231e1548f70f3fc2bb5a70e6fdde96f30bdf1af8da1	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	cultural negotiation	mediation	cultural negotiation	mediation	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
280	R16A-PAIR:07eb81c37fe660533d02896c7767a4ac859acf0d7c9547ef8ca26c2c76046933	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	cultural negotiation	cultural transformation	cultural negotiation	cultural transformation	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
281	R16A-PAIR:e434151a92c6d3ee0b5ec6418b98078575f004d7066adeb4501748f6cf23a6ff	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	cultural negotiation	mobile object	cultural negotiation	mobile object	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
282	R16A-PAIR:ed76ca31847e7ccbbc16f2b2bb9443d8d1dc83f1ddf5dc88e41e8492f66469dd	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	cultural negotiation	production	cultural negotiation	production	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
283	R16A-PAIR:ea8f2f41346eb6e74ee8c61cda67005ac20e7239a2be910d250c78e519ff526f	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	cultural negotiation	consumption	cultural negotiation	consumption	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
284	R16A-PAIR:ffa2a65f38b73a0bfdba4daa4619ae2b07064af2bf18413aefcc3f8a97dc0943	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	cultural negotiation	professionalization	cultural negotiation	professionalization	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
285	R16A-PAIR:83e673395cd463d416aef5d0e90be2da4e08cb36c2d14bc652e3bcea88ba054d	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	cultural negotiation	commodification	cultural negotiation	commodification	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
286	R16A-PAIR:0f29710eed73e05b1b19182d10049ed32e1d2744b5ed940b2a05a150e925f4ab	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	cultural negotiation	production site	cultural negotiation	production site	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
287	R16A-PAIR:247c41b6385534352e1184ce157aeb08e2f71b2fa3e560b4ef32fdbbf546a0fa	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	cultural negotiation	piracy	cultural negotiation	piracy	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
288	R16A-PAIR:3d61d7d805faa305a676cbdac54f0ac3a84f596f18cc65a747dfe8623626db2b	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	cultural negotiation	cultural transfer	cultural negotiation	cultural transfer	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
289	R16A-PAIR:f039dc12114bf36090c96f531c6d1c387f2a7f958ba737a5318977d2365dbd30	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	cultural negotiation	propaganda	cultural negotiation	propaganda	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
290	R16A-PAIR:29feedfbeb0468da05d88ed005e07ae225a7cbfb0830cb14f4a938abd1793fc9	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	cultural negotiation	advertising	cultural negotiation	advertising	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
291	R16A-PAIR:6e1e4deeb4f01c836718fb14840e3268c2dc1899947ab46e484fb9c33b00604a	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	cultural negotiation	material displacement	cultural negotiation	material displacement	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
292	R16A-PAIR:7f62012e83fa7c77999628dbc74f683c892caf73343864e3ed119ebc2c4f6e55	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	cultural negotiation	canonization	cultural negotiation	canonization	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
293	R16A-PAIR:7f192bd003d1c03224dfc1d03c9fbfadcbce7ca926ff49a04b29f924a932ae65	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	cultural negotiation	imitation	cultural negotiation	imitation	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
294	R16A-PAIR:591aa3897c3e0e455ef4bc05b36550f3d010af9e84be8a08c199676025fdeb04	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	cultural negotiation	rejection	cultural negotiation	rejection	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
295	R16A-PAIR:4272bca21c2e95f7e7f18f09075ec5be14d104ad6363d668672ff0ee495a9976	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	gendering	education	gendering	education	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
296	R16A-PAIR:fc8fef2648fa32b504972a99704a9fcf0681109786f0922aa4ff0676aff316f1	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	gendering	exhibition	gendering	exhibition	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
297	R16A-PAIR:e7b0de459f862336b326b5d734f528ba4c64bd250c1e5df25fed297f238fccaa	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	gendering	mediation	gendering	mediation	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
298	R16A-PAIR:8af9c9f8dbd52e8d0b899458d8a3250a36c3887de0bb774c37c766770b156e16	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	gendering	cultural transformation	gendering	cultural transformation	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
299	R16A-PAIR:2fb40ef64bcc18fa7dd684c792470cbe5b8a6149ae62e53f69312d9f53f8cad3	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	gendering	mobile object	gendering	mobile object	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
300	R16A-PAIR:41c56402107ccd366d7b7fb1456e5084a1a5e11b960543a756fa6583b451dc2f	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	gendering	production	gendering	production	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
301	R16A-PAIR:65b28119cd662815fcee63b117d8f08b9d581e522868088960f4959e05da87f3	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	gendering	consumption	gendering	consumption	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
302	R16A-PAIR:3e8f0f201995cde0bf62e671e3323e1202261371913d27d1bb906e6544cf239f	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	gendering	professionalization	gendering	professionalization	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
303	R16A-PAIR:85e32fbf7d295e72068df767318096879ed6af2c4af16cadd1313e3fca88fa26	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	gendering	commodification	gendering	commodification	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
304	R16A-PAIR:3bf60e60152aa6ee58b465b8745923497f2a074bc68fc45a7b7032e43f7ae559	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	gendering	production site	gendering	production site	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
305	R16A-PAIR:b3d6be3af1f58bc651be84202fc415b3ad527816243e786df8a42653bedae0e3	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	gendering	piracy	gendering	piracy	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
306	R16A-PAIR:50d92fe730f6dc137ed62f34aba13495e17557613b885bc726b327b86474cd51	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	gendering	cultural transfer	gendering	cultural transfer	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
307	R16A-PAIR:4c7bf19224af1607105df4b7e0ebd9df22923a01a2af51c4a1df6290ff1e5ed9	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	gendering	propaganda	gendering	propaganda	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
308	R16A-PAIR:db3fe9d07214e0ae7b2cd1cda5fa169dd883079035b9ebc6b803bbaf085a2a83	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	gendering	advertising	gendering	advertising	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
309	R16A-PAIR:ac95487000db3977148f853a207664466450308666dcb865195eec9cb8f57d8a	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	gendering	material displacement	gendering	material displacement	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
310	R16A-PAIR:1d739bc09b0670071ab4f5a24b4ff21b3afbb99598249b1faa0d6a60b47a9fd6	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	gendering	canonization	gendering	canonization	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
311	R16A-PAIR:4f6f2ed2a51f3b16ba35598ec72a80939073b42609a1ac5c64bcfc56cbf21c39	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	gendering	imitation	gendering	imitation	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
312	R16A-PAIR:f7be15a75caa4b8d7bd026fe89faaf8470c11709b18e424369d5562f2e6665e8	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	gendering	rejection	gendering	rejection	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
313	R16A-PAIR:bc7e71b14155e2f52b33bd9e9f93c35c12761bde56c9c141ca8eab8376b0dad4	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	education	exhibition	education	exhibition	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
314	R16A-PAIR:3e6d673a9480f6e9e88f423a02092bdd6b8b9d85e807eb1869d3255ff67d697a	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	education	mediation	education	mediation	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
315	R16A-PAIR:70de958f17b24de02e835adc6ca6247f8a520a566ccff00dd15af7acef10c794	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	education	cultural transformation	education	cultural transformation	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
316	R16A-PAIR:b4d27111d1d84bbc1f05c8ae5b7513c89fd4305716eca24f36babda5c7d8ad02	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	education	mobile object	education	mobile object	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
317	R16A-PAIR:1754aa24ae9fcc1b993ff0b5dd405ce8aebbbebec03e07bdf26e6f5cd8743214	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	education	production	education	production	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
318	R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	education	consumption	education	consumption	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
319	R16A-PAIR:ac3c8b594c6171cc71a174b45ce09e9ec59a6f42f8a07761a0d4961e692f7bf5	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	education	professionalization	education	professionalization	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
320	R16A-PAIR:b55552e3b9ddc36d2ec21eedfc3d5571d8a9ab773d47d4b11f629818d9f59ab4	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	education	commodification	education	commodification	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
321	R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	education	production site	education	production site	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
322	R16A-PAIR:0245a1b6c81581ef4e6aa4ff920d6ace4e492acb73af674db68ec372275b8fc0	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	education	piracy	education	piracy	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
